id,ua_city,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
7a3432e4-f9e1-4b2e-ac62-2f34ec6647c5,Ялта,Yalta,44.4994,34.17,Ukraine,UA,"Krym, Avtonomna Respublika",,79272,79272
eb51ea22-fc6d-47a7-8a0b-78fd7d3889ed,Шостка,Shostka,51.8667,33.4833,Ukraine,UA,Sumska Oblast,minor,76788,76788
9aaed5b6-9ff2-40c6-8713-48a72bacb5cd,Стаханов,Stakhanov,48.5681,38.6586,Ukraine,UA,Luhanska Oblast,,75745,75745
8ebcb775-b291-40d6-b1c5-b0a9fedeb84c,Дрогобич,Drohobych,49.35,23.5,Ukraine,UA,Lvivska Oblast,minor,74610,74610
55f87dfa-2dc9-44ec-bd19-248aa186ecac,Костянтинівка,Kostiantynivka,48.5333,37.7167,Ukraine,UA,Donetska Oblast,,72888,72888
7e207181-1c3c-4296-b7c6-895e48bc4350,Бахмут,Bakhmut,48.5947,38.0008,Ukraine,UA,Donetska Oblast,minor,71094,71094
81af1ffa-6042-4c9e-8b38-c9adc9a278c6,Феодосія,Fedosiia,45.0342,35.3792,Ukraine,UA,"Krym, Avtonomna Respublika",,69145,69145
0de2c864-40b4-4199-8fe1-c24c56d00474,Ковель,Kovel,51.2167,24.7167,Ukraine,UA,Volynska Oblast,minor,67575,67575
5b0df178-1f78-4feb-97fe-75d0786bcae9,Ніжин,Nizhyn,51.0381,31.8861,Ukraine,UA,Chernihivska Oblast,minor,66981,66981
0700798e-4069-4bb1-92bc-1fe2387c7d28,Сміла,Smila,49.2117,31.8731,Ukraine,UA,Cherkaska Oblast,minor,65675,65675
b1de7f07-834b-4785-a6c0-93fe99732b87,Червоноград,Chervonohrad,50.3867,24.2289,Ukraine,UA,Lvivska Oblast,minor,64297,64297
0758d71f-c5e4-43ed-8aa8-8d307741e6c8,Покровськ,Pokrovsk,48.2828,37.1828,Ukraine,UA,Donetska Oblast,minor,63437,63437
28d0512c-c245-4201-b6f7-68b5bfaa39af,Первомайськ,Pervomaisk,48.0439,30.85,Ukraine,UA,Mykolaivska Oblast,minor,63377,63377
5c0a06d3-84ec-485a-beb1-1f5afee9f734,Коростень,Korosten,50.95,28.6333,Ukraine,UA,Zhytomyrska Oblast,minor,61496,61496
